date,load_min,load_mean,load_max,CB_apparent_temperature_mean,CB_apparent_temperature_max,CB_apparent_temperature_min,CB_precipitation_sum,CB_rain_sum,CB_pressure_msl_mean,CB_cloud_cover_max,CB_dew_point_2m_mean,NB_apparent_temperature_mean,NB_apparent_temperature_max,NB_apparent_temperature_min,NB_precipitation_sum,NB_rain_sum,NB_pressure_msl_mean,NB_cloud_cover_max,NB_dew_point_2m_mean,SB_apparent_temperature_mean,SB_apparent_temperature_max,SB_apparent_temperature_min,SB_precipitation_sum,SB_rain_sum,SB_pressure_msl_mean,SB_cloud_cover_max,SB_dew_point_2m_mean,SM_apparent_temperature_mean,SM_apparent_temperature_max,SM_apparent_temperature_min,SM_precipitation_sum,SM_rain_sum,SM_pressure_msl_mean,SM_cloud_cover_max,SM_dew_point_2m_mean,NM_apparent_temperature_mean,NM_apparent_temperature_max,NM_apparent_temperature_min,NM_precipitation_sum,NM_rain_sum,NM_pressure_msl_mean,NM_cloud_cover_max,NM_dew_point_2m_mean,season_Winter,season_Spring,season_Summer,season_Fall,day_type,is_holiday,load_mean_lag7,load_mean_lag14,crisis
2022-07-25,4896.4,6471.8,7572.6,6.6016015393950225,8.542264215496585,3.9758364179540764,0.0,0.0,265.9320227858609,26.253219670929006,3.3801022951643063,6.196946344204043,7.804774066447409,3.984764420638526,0.0,0.0,244.9512185797131,24.17559924836152,3.30871264462551,3.9927024297687335,5.530731210656583,2.5839406398986204,0.0,0.0,165.88706728283054,16.366597919244693,2.3936151093555154,4.035849791439388,5.173561576719739,2.5479087916679957,0.0,0.0,168.15704860689306,16.57583757275769,1.6555117775791741,3.6776564428495346,5.041340791027269,2.3127606905556624,0.0,0.0,168.81155646022455,16.462458132820018,1.9320525443753607,0.0,0.0,1.0,0.0,W,0,6799.6,6717.9,1
2022-07-26,5150.5,6441.2,7487.2,5.917563662113295,6.749437094812778,4.675217989472478,0.07875965901278702,0.07875965901278702,265.7186812468491,26.253219670929006,2.8162044017406846,5.41423520889115,6.093377593512077,4.78759207208598,0.0,0.0,244.77894567702918,24.17559924836152,2.913341026421926,3.3798129448599843,3.886765533086942,2.6528870612911684,0.5564642637879279,0.5564642637879279,165.8134241388331,16.366597919244693,2.1522079537126357,3.7225109322583987,4.199957213744717,3.161528728223658,1.3923703561116458,1.3923703561116458,167.75783613479078,16.57583757275769,2.6110396924059764,3.360867531837664,3.715054325391081,2.718046455290985,2.81025833706641,2.81025833706641,168.27041218115497,16.62874558870709,2.4849583351998716,0.0,0.0,1.0,0.0,W,0,7081.5,6806.3,1
2022-07-27,4998.6,6318.1,7321.2,4.759783548015491,5.564684947889455,3.8951555483257714,0.21002578362065172,0.21002578362065172,266.8727596569733,26.253219670929006,2.8468335080663643,4.089907244597553,4.813796487623264,3.3032269594000643,0.4593364098944681,0.4593364098944681,245.92933673214262,24.17559924836152,2.629781554742014,3.0432832857764334,4.016647908186443,2.303031881847747,0.06546639167697878,0.06546639167697878,166.2321406333599,16.366597919244693,2.0311628868256104,3.3505768187744622,4.445980436234108,2.7227411123996514,0.8453677825139924,0.8453677825139924,168.24819084978688,16.57583757275769,2.3302866092757686,3.173639995493102,4.170988256015399,2.284812757844722,0.2993174205967276,0.2993174205967276,168.87185395460378,16.62874558870709,2.251462977129291,0.0,0.0,1.0,0.0,W,0,7036.0,6975.3,1
2022-07-28,4900.5,6234.6,7230.9,4.635676177600715,6.438599498973372,2.536087273431413,0.0,0.0,267.2610920317017,26.253219670929006,2.0756451802328244,4.209780019422614,5.832141628422109,2.213137101491819,0.0,0.0,246.2455946688299,24.17559924836152,2.075757324715065,3.0541710013762313,3.9115588012768683,1.907031079571016,0.0,0.0,166.48035645740316,16.366597919244693,1.9650148263452953,3.2988970039068697,4.286508281147624,2.3638516858103484,0.0,0.0,168.62390707212978,16.57583757275769,1.8506233095140932,3.110477867111325,4.0317146961995505,2.3403419594263712,0.01662874558870709,0.01662874558870709,169.3374255735964,16.62874558870709,1.9112666123894768,0.0,0.0,1.0,0.0,W,0,7087.4,7064.6,1
2022-07-29,4835.8,6082.4,7181.6,5.557188603544617,6.88582125834227,3.909222548489848,0.26253219670929007,0.26253219670929007,266.730532839406,26.253219670929006,3.2384443848673174,5.203900000994638,6.838995139874239,3.4062345944334753,0.0,0.0,245.70867878512308,24.17559924836152,2.694249899989642,3.3275615990069203,4.207609935722626,2.533492729470278,0.18003257711169166,0.18003257711169166,166.27507676634124,16.366597919244693,2.356108104235941,3.4982068639822175,4.401044003607865,2.7363967846672166,0.5967301526192768,0.5967301526192768,168.4118954792392,16.57583757275769,2.296789659433613,3.5124491902759063,4.775705559770292,2.4234996555162014,0.8646948204990054,0.8646948204990054,169.09285829785048,16.62874558870709,2.5199477102303494,0.0,0.0,1.0,0.0,W,0,6842.8,6687.5,1
2022-07-30,4471.6,5310.0,6317.3,4.861909622664192,5.3206940875727575,3.8748576090049953,3.6491980593235254,3.6491980593235254,266.5182676824007,26.253219670929006,3.860317000758055,4.571419907506943,5.175409782548421,3.37808174647477,0.6285656046329988,0.6285656046329988,245.5464846897658,24.17559924836152,3.5328409989171825,2.928596478515056,3.3904132630003208,2.3870244440394153,2.9459876254640447,2.9459876254640447,166.23281821051376,16.366597919244693,2.3833856583240296,3.2457696211440483,3.819623294570787,2.554786438193684,1.5415528942664651,1.5415528942664651,168.0458197640286,16.57583757275769,2.5740893325639123,3.3109029736798203,3.872028353448829,2.7978044043452037,2.1284794353545076,2.1284794353545076,168.47484099079884,16.62874558870709,2.75898609435547,0.0,0.0,1.0,0.0,A,0,5759.1,5691.8,1
2022-07-31,4208.6,5214.6,6135.4,5.16803922862001,6.402151629039827,3.625473812303497,0.10501287868371603,0.10501287868371603,266.7742969565975,23.627897703836105,3.3117347106260597,4.9778429173949315,6.250352176991613,3.0473493950055,0.07252679774508455,0.07252679774508455,245.66338338237134,22.966819285943444,3.2336679582187084,2.970646687551033,3.765548780587744,2.171390915801824,0.0,0.0,166.46469362319445,16.366597919244693,2.00559024124277,3.049871565716302,3.7693050190014206,2.287876168537238,0.033151675145515376,0.033151675145515376,168.1059038600623,16.57583757275769,1.6838289439382188,2.590829068601861,3.447972060692974,2.1374627825838948,2.826886750080205,2.826886750080205,168.46996876834135,16.62874558870709,2.3844925261203076,0.0,0.0,1.0,0.0,U,0,5567.9,5579.0,1
2022-08-01,4546.4,6081.1,7194.1,5.817281351082084,7.215835781022504,4.632741855238095,0.052506439341858016,0.052506439341858016,266.4209548730464,26.253219670929006,3.7875732670328612,5.5895075781737935,6.419898797348274,4.861984742581053,0.1450535954901691,0.1450535954901691,245.38433894560703,24.17559924836152,3.8169038065734453,3.378607053925294,4.179894411474219,2.6436983622213663,0.09819958751546816,0.09819958751546816,166.2205105288785,16.366597919244693,2.3039395733683485,3.6703694803144047,4.567491436903341,2.704145011743526,0.18233421330033459,0.18233421330033459,168.18950409686053,16.57583757275769,2.376215271539117,3.2152444518062238,4.200613364006416,2.0146588312614693,0.06651498235482836,0.06651498235482836,168.71247574250881,16.62874558870709,2.3796423367507216,0.0,0.0,1.0,0.0,W,0,6471.8,6799.6,1
2022-08-02,4823.6,6228.9,7285.0,6.008132019334067,7.280206837930245,4.451362035982401,0.0,0.0,267.31467747837206,26.253219670929006,3.833517189053577,5.612691494340988,6.92546376394986,3.8608619360527525,0.1450535954901691,0.1450535954901691,246.1821458086026,24.17559924836152,3.533344576649526,3.523957173386314,4.513012453221504,2.5119279363859017,0.03273319583848939,0.03273319583848939,166.69516805509326,16.366597919244693,2.333945439329575,3.728615978994821,4.647909278645951,2.9516676844997476,0.016575837572757688,0.016575837572757688,168.72129674820476,15.912804069847379,2.2605300147432055,3.4272882292050046,4.081606753026628,2.5835375299486683,0.13302996470965672,0.13302996470965672,169.33400836637793,16.129883221045876,2.5320725600763554,0.0,0.0,1.0,0.0,W,0,6441.2,7081.5,1
2022-08-03,4812.7,6306.9,7406.7,6.544416513775608,8.411495878186901,4.654657255422796,0.0,0.0,267.00292049477974,25.203090884091846,3.550748223025345,6.291879329088501,7.815013883265045,4.370185603947477,0.0,0.0,245.9041505928457,24.17559924836152,3.5217603547576886,3.8159551198573713,5.007117262081855,2.679874926596086,0.0,0.0,166.56352823470917,15.875599981667353,2.4669233927595213,3.9376172340238322,5.130176974007058,2.644609741691828,0.0,0.0,168.7454742648884,16.57583757275769,2.033648072207709,3.6706399436483794,4.75345879248444,2.6757244686057104,0.0,0.0,169.40117186981072,16.62874558870709,2.377564242414501,0.0,0.0,1.0,0.0,W,0,6318.1,7036.0,1
2022-08-04,4879.9,6349.0,7460.4,6.818464685293551,8.903032547295934,4.783962763332417,0.0,0.0,266.59816410582516,9.451159081534442,3.216566264254549,6.7201316963177975,8.242063030919748,4.777021533070627,0.0,0.0,245.53742851028736,23.20857527842706,3.331377752432834,3.8014165072597277,5.031282216577662,2.485498499401989,0.0,0.0,166.29555138033822,2.12765772950181,2.102425672821669,4.134936170248316,5.377778547750126,2.7612746304882902,0.0,0.0,168.51204503227004,6.961851780558229,1.769125220436867,3.863663761842797,5.215464210698107,2.445271006965672,0.0,0.0,169.17390680384983,16.462458132820018,2.5334587323086297,0.0,0.0,1.0,0.0,W,0,6234.6,7087.4,1
2022-08-05,4843.2,6274.2,7431.3,6.95086255994821,9.270335830535771,4.854275711448278,0.0,0.0,266.0654337722627,26.253219670929006,3.465425521627022,6.66715256285696,8.456431212282872,4.7985663436087815,0.19340479398689217,0.19340479398689217,245.10734701721896,24.17559924836152,3.548957903912095,4.178251205043127,5.590558163688528,2.6374122792925427,0.016366597919244694,0.016366597919244694,165.95457622592784,16.366597919244693,2.5354586852123377,4.514733363801641,5.865116460307989,3.0343332098172233,0.0,0.0,167.98437810689765,16.57583757275769,1.9745968166131354,4.300786424019891,5.68971819662496,2.5293319765158806,0.0,0.0,168.61411006085336,16.29617067693295,2.6644101038196983,0.0,0.0,1.0,0.0,W,0,6082.4,6842.8,1
2022-08-06,4616.7,5355.6,6303.2,4.509872061598607,5.711138796355929,3.741488365222512,0.8926094688115862,0.8926094688115862,268.4960356090563,26.253219670929006,2.6329792436743205,4.18312690476328,5.198578709844082,3.2383916285558456,0.604389981209038,0.604389981209038,247.40201028327604,24.17559924836152,2.3220466046917365,2.878131383158898,3.9583633433424077,2.3036903100820383,0.9492626302163985,0.9492626302163985,167.29800550289195,16.366597919244693,2.11367770889115,3.423905009028828,4.066343862546863,2.7265979782860805,1.0442777670837342,1.0442777670837342,168.99341564330172,16.57583757275769,2.296098944281956,2.959128678536413,4.053875492870708,2.343984319860122,1.4799585236823867,1.4799585236823867,169.63398095955085,16.62874558870709,2.4534328941629773,0.0,0.0,1.0,0.0,A,0,5310.0,5759.1,1
2022-08-07,4194.5,5237.0,6079.1,4.332276381426279,5.826300644700032,2.6683546695843074,0.0,0.0,268.76183895693663,26.253219670929006,1.7704513965453963,4.206638883812274,5.542157249485952,2.7544181313989644,0.0,0.0,247.6034413762134,24.17559924836152,1.595770867386223,2.7390352680947796,3.654474245153123,1.8238524282938722,0.0,0.0,167.40165516751455,16.366597919244693,1.5732392249873963,2.9742602195946652,3.933063022650717,2.1060476840412483,0.0,0.0,169.4195572211247,16.57583757275769,1.5280850262385992,2.70856208395701,3.232836999489252,2.134172452694257,0.08314372794353544,0.08314372794353544,170.1141293369265,16.62874558870709,1.9795134785973691,0.0,0.0,1.0,0.0,U,0,5214.6,5567.9,1
2022-08-08,4726.2,6366.4,7511.1,4.594421080613227,6.335682939880379,2.6114022474911778,0.0,0.0,268.6677972987534,26.253219670929006,1.8935134687657547,4.573125254277922,5.848362730249782,2.965411399107017,0.0,0.0,247.48961056715248,24.17559924836152,1.8596879064328338,2.94857272960539,3.796413729273752,2.262127007334158,0.0,0.0,167.39005943288876,16.366597919244693,1.602903683716027,3.073085528961822,3.9353087171250745,2.3320786230757595,0.2320617425944452,0.2320617425944452,169.38641217631422,16.57583757275769,1.4458965535264678,2.7487695593532244,3.4671230544125757,1.985428489690728,0.0,0.0,170.04139520372152,16.62874558870709,1.63689231017581,0.0,0.0,1.0,0.0,W,0,6081.1,6471.8,1
2022-08-09,5024.0,6505.1,7654.6,4.823671020616894,6.171900128705715,3.0978552431431323,0.0,0.0,269.2355100475274,26.253219670929006,2.140731112312205,4.823145191852606,6.173128543824556,3.144935651907466,0.0,0.0,247.9812092900683,24.17559924836152,1.9966830494255465,2.7562596394109717,3.5380278649494477,1.581388563256336,0.0,0.0,167.7815075386223,16.366597919244693,1.587218918266098,3.168565834306797,4.021765633770567,2.221369929994317,0.0,0.0,169.69308174724782,16.57583757275769,1.374067647780558,3.003339191858197,3.817524979182547,2.1880356202553735,0.0,0.0,170.34970877568173,16.62874558870709,1.880433924893808,0.0,0.0,1.0,0.0,W,0,6228.9,6441.2,1
2022-08-10,5160.0,6580.1,7687.4,5.102536395412255,6.5900960658742385,3.1743558126032356,0.0,0.0,269.22128080246574,26.253219670929006,2.403263309021495,5.148062102922682,6.336761329093084,3.8736828607241396,0.0,0.0,247.99327291409324,24.17559924836152,2.3311120917758834,2.9199624434487372,3.7808630062607813,1.9133260004627157,0.0,0.0,167.77738315594664,16.366597919244693,1.6905330676313304,3.2751168100498647,4.0843707489407395,2.471876253513635,0.0,0.0,169.81393617899076,16.57583757275769,1.4952787915481003,3.008313015951235,3.8773093104728904,2.0969949010317612,0.049886236766121264,0.049886236766121264,170.50771511626564,9.31209752967597,1.9105735262733397,0.0,0.0,1.0,0.0,W,0,6306.9,6318.1,1
2022-08-11,5154.6,6596.6,7755.5,4.925768216723957,6.239575153309043,3.1933584180654475,0.0,0.0,268.5573106237683,26.253219670929006,2.345834390991338,5.00939376670599,6.142663662431734,3.4668312174614786,0.0,0.0,247.3808324583345,22.72506329345983,2.2339062379280903,2.8402752785057057,3.6736894494402126,1.856204118734864,0.0,0.0,167.33209057971857,16.366597919244693,1.5118644827902288,3.118054284471332,3.9478095507889455,2.3024526285819698,0.0,0.0,169.39125232088546,16.57583757275769,1.2138347446286721,2.832091713736926,3.6353417728123194,2.0319942985376964,0.049886236766121264,0.049886236766121264,170.10374468530637,12.305271735643245,1.8267370447885787,0.0,0.0,1.0,0.0,W,0,6349.0,6234.6,1
2022-08-12,5148.8,6491.9,7660.0,4.932427345893487,6.2651649541188865,3.2533937557445345,0.0,0.0,267.85615013408494,18.902318163068884,2.570080467325725,4.89674079284046,5.86308228560814,3.3802784623004722,0.0,0.0,246.77042275291262,22.72506329345983,2.5134364833592744,2.8147029602548232,3.448518940929098,1.9408894790164535,0.2618655667079151,0.2618655667079151,166.89290765449377,15.057270085705118,1.8276031615390256,3.195503890979788,4.15388964596251,2.3163017408740085,0.09945502543654612,0.09945502543654612,168.94647287129564,14.089461936844033,1.6796846530282779,2.982466291532884,3.8449035436445294,2.090794374376644,0.06651498235482836,0.06651498235482836,169.66585992771894,16.62874558870709,2.1697049225556624,0.0,0.0,1.0,0.0,W,0,6274.2,6082.4,1
2022-08-13,4782.3,5638.7,6582.4,5.390143829825839,6.694920446440717,3.56416676866355,0.2625322229625098,0.2625322229625098,266.8421090230075,21.527640130161785,3.5540293504198175,5.168529890514322,6.25275136346102,3.949442661356708,1.063726366927907,1.063726366927907,245.8950605675283,24.17559924836152,3.733296606424859,3.046751858873459,3.825872296200559,2.1239975035431504,0.36006512149018743,0.36006512149018743,166.3296593704019,16.366597919244693,2.0983340233418577,3.552474332853293,4.622017820357303,2.730826640209267,0.06630335029103075,0.06630335029103075,168.2108869273294,16.57583757275769,2.2695088144396167,3.2152695612120628,3.834166861480269,2.711124074789862,1.4799585236823867,1.4799585236823867,168.8947001881681,16.62874558870709,2.694203328428617,0.0,0.0,1.0,0.0,A,0,5355.6,5310.0,1
2022-08-14,4575.5,5624.5,6525.0,6.0487601894358125,7.434146529453686,4.774774398979789,0.10501287868371603,0.10501287868371603,265.4583805738118,26.253219670929006,4.345454972636693,5.76509858185453,6.848492040526972,4.580188880866309,0.04835119849672304,0.04835119849672304,244.54021405201155,24.17559924836152,4.137230496614236,3.41184761429928,4.231966543080067,2.7216824189849214,0.04909979375773408,0.04909979375773408,165.5160921544342,16.366597919244693,2.5821719016614875,3.7474390028673175,4.470202541920802,3.2071252107020483,0.14918254478515422,0.14918254478515422,167.4470491258041,16.57583757275769,2.684940246331729,3.65058035526981,4.431911732209817,3.096287228200834,0.5986347081634905,0.5986347081634905,168.04245369650303,16.62874558870709,2.878851580044915,0.0,0.0,1.0,0.0,U,0,5237.0,5214.6,1
2022-08-15,5159.9,6846.2,8095.6,6.128229998040698,7.7266662037998985,5.153035513578074,3.150386885575874,3.150386885575874,264.17303869065495,26.253219670929006,4.4274957590439525,5.820014422571154,7.072675031672945,4.587997841179522,1.4505360757796875,1.4505360757796875,243.2750541745864,24.17559924836152,4.4137386712613775,3.501799418459324,4.5518202755437,2.4903583969881296,0.09819958751546816,0.09819958751546816,164.76936612436867,16.366597919244693,2.4996570795959485,4.042714840328521,5.020715115427838,3.180378107677895,0.1160308630093038,0.1160308630093038,166.81507542733763,15.415528942664649,2.676306887090334,3.9723928103240294,4.9948300233282,3.0164406479326273,0.01662874558870709,0.01662874558870709,167.43344251806224,16.62874558870709,2.944327432087905,0.0,0.0,1.0,0.0,W,0,6366.4,6081.1,1
2022-08-16,5425.9,6959.9,8111.5,6.137528888448142,7.838856975273844,4.509873111727393,0.0,0.0,264.99780983983686,26.253219670929006,3.4577679825134053,5.954341062918832,7.321771944868327,4.232118756640085,0.0,0.0,244.03052956329805,24.17559924836152,3.6506975287649297,3.5574722016074056,4.470393013909895,2.605812143028003,0.0,0.0,165.38378457685502,16.366597919244693,2.1733473789170903,4.109745538372244,5.047419784307805,3.1725876297770745,0.2983650763096384,0.2983650763096384,167.27783303035886,16.57583757275769,2.5478443116598375,3.9789734701033046,5.078113266447224,2.956935180705807,0.6984073646119345,0.6984073646119345,167.78888195502083,16.62874558870709,2.8009043350978504,0.0,0.0,1.0,0.0,W,0,6505.1,6228.9,1
2022-08-17,5478.5,7045.2,8240.1,6.620196957420139,8.362092831942343,4.723046892665566,0.0,0.0,265.39923206989323,26.253219670929006,3.379555178066364,6.247800684246942,7.686588023181906,4.594214838282232,0.0,0.0,244.4798088997296,24.17559924836152,3.4512478679419774,3.8572465734138133,5.192751798329346,2.4311163861658187,0.0,0.0,165.51608233447544,16.366597919244693,2.236427193285485,4.383010652637334,5.55957736149686,3.262741123959668,0.0,0.0,167.5679184758009,16.57583757275769,2.2553498997433428,4.258516152733398,5.172482229100416,3.1669911578569137,0.0,0.0,168.18176932704523,5.3211985883862685,2.801251044443375,0.0,0.0,1.0,0.0,W,0,6580.1,6306.9,1
2022-08-18,5529.9,7110.5,8309.1,6.844490027017737,8.72147315601769,4.796934479171823,0.07875965901278702,0.07875965901278702,265.0076495465695,26.253219670929006,4.050106513870938,6.510732325868188,8.19159791802475,5.055080814165544,0.1208779962418076,0.1208779962418076,244.18765887061278,24.17559924836152,3.7106322238855127,4.032455259454787,5.4622189951068325,3.068349221487694,0.14729938781984142,0.14729938781984142,165.2262724384802,16.366597919244693,2.475106855385123,4.54134636829983,5.508803913427745,3.509959464338054,0.0,0.0,167.39664863408038,16.57583757275769,2.2923000938270315,4.337854392248957,5.4782577556214305,3.0956503472447863,0.0,0.0,168.1554293940327,16.62874558870709,2.8947874058049403,0.0,0.0,1.0,0.0,W,0,6596.6,6349.0,1
